docker logs keycloak
Updating the configuration and installing your custom providers, if any. Please wait.
The DelayedHandler was closed before any children handlers were configured. Messages will be written to stderr.
2025-09-04 04:58:32,857 DEBUG [org.jboss.logging] (main) Logging Provider: org.jboss.logging.JBossLogManagerProvider

2025-09-04 04:58:35,676 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[org.keycloak:keycloak-quarkus-server / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,678 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.quarkus:quarkus-vertx-http / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,679 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.quarkus:quarkus-security-runtime-spi / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,682 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.quarkus:quarkus-credentials / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,687 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.quarkus.arc:arc / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,688 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.quarkus:quarkus-mutiny / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,695 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.smallrye.reactive:mutiny / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,697 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.quarkus:quarkus-smallrye-context-propagation / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,699 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.smallrye:smallrye-context-propagation / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,699 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.smallrye:smallrye-context-propagation-api / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,699 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.smallrye:smallrye-context-propagation-storage / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,700 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.smallrye.reactive:mutiny-smallrye-context-propagation / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,702 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.smallrye.common:smallrye-common-vertx-context / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,705 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.vertx:vertx-core / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,706 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.netty:netty-handler-proxy / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,706 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.netty:netty-codec-socks / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,707 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.smallrye.common:smallrye-common-constraint / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,710 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.quarkus:quarkus-vertx-http-dev-console-runtime-spi / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,711 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.quarkus.security:quarkus-security / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,711 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.smallrye.reactive:smallrye-mutiny-vertx-web / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,712 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.smallrye.reactive:smallrye-mutiny-vertx-web-common / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,716 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.smallrye.reactive:smallrye-mutiny-vertx-auth-common / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,716 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.smallrye.reactive:smallrye-mutiny-vertx-bridge-common / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,717 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.smallrye.reactive:smallrye-mutiny-vertx-uri-template / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,717 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.vertx:vertx-uri-template / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,718 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.vertx:vertx-web / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,718 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.vertx:vertx-web-common / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,719 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.vertx:vertx-auth-common / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,720 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.vertx:vertx-bridge-common / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,742 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.github.crac:org-crac / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,743 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.quarkus:quarkus-vertx / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,743 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.quarkus:quarkus-arc / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,743 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[org.eclipse.microprofile.context-propagation:microprofile-context-propagation-api / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,744 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.quarkus:quarkus-netty / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,748 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.netty:netty-codec / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,749 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.netty:netty-codec-http / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,757 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.netty:netty-codec-http2 / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,758 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[com.aayushatharva.brotli4j:brotli4j / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,758 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[com.aayushatharva.brotli4j:service / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,759 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[com.aayushatharva.brotli4j:native-linux-x86_64 / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,763 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.netty:netty-codec-haproxy / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,764 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.netty:netty-buffer / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,765 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.netty:netty-transport / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

2025-09-04 04:58:35,765 DEBUG [io.quarkus.bootstrap.classloading.QuarkusClassLoader] (main) Adding elements io.quarkus.bootstrap.classloading.PathTreeClassPathElement[io.smallrye.common:smallrye-common-annotation / runtime=true resources=null] to QuarkusClassLoader Augmentation Class Loader: PROD

